Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1kiNatIrwDusOZfR29W0LJ,"Man in the Mirror - 2012 Remaster","Bad 25th Anniversary","Michael Jackson",2012-09-18,318687,75,false,,2026-07-09T14:06:14Z,"","Epic/Legacy",0.808,0.812,8,-5.012,1,0.0381,0.52,0.0000791,0.134,0.269,100.331,4
spotify:track:254bXAqt3zP6P50BdQvEsq,"Everywhere - 2017 Remaster","Tango In the Night (Deluxe Edition)","Fleetwood Mac",1987-04-13,226653,88,false,,2026-07-09T14:06:14Z,"yacht rock,rock clássico,soft rock","Rhino/Warner Records",0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,4
spotify:track:3Cx4yrFaX8CeHwBMReOWXI,"We Didn't Start the Fire","Storm Front","Billy Joel",1989-10-17,291100,83,false,,2026-07-09T14:06:14Z,"soft rock","Columbia",0.712,0.967,7,-5.206,1,0.047,0.0771,0,0.356,0.895,145.024,4
spotify:track:2374M0fQpWi3dLnB54qaLX,"Africa","Toto IV","TOTO",1982-04-08,295282,92,false,,2026-07-09T14:06:14Z,"yacht rock,soft rock","Columbia",0.671,0.373,9,-18.064,1,0.0323,0.257,0.0000801,0.0481,0.732,92.718,4
spotify:track:4euAGZTszWPrriggYK0HG9,"Lay All Your Love On Me","Super Trouper","ABBA",1980,274466,84,false,,2026-07-09T14:06:14Z,"","Polar Music International AB",0.678,0.727,2,-7.844,0,0.0258,0.117,0.00396,0.354,0.71,133.481,4
spotify:track:2M9ro2krNb7nr7HSprkEgo,"Fast Car","Tracy Chapman","Tracy Chapman",1988-04-05,296800,87,false,,2026-07-09T14:06:14Z,"","Elektra Records",0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,4
spotify:track:77NNZQSqzLNqh2A9JhLRkg,"Don't Stop Believin'","The Essential Journey","Journey",2001-10-16,248906,81,false,,2026-07-09T14:06:14Z,"aor,rock clássico","Columbia",0.491,0.802,4,-7.106,1,0.0392,0.25,0,0.387,0.472,119.25,4
spotify:track:0sKlV58cODrjxGFOyf9IXY,"The Way You Make Me Feel - 2012 Remaster","Bad 25th Anniversary","Michael Jackson",2012-09-18,298121,78,false,,2026-07-09T14:06:14Z,"","Epic/Legacy",0.877,0.854,1,-4.523,1,0.147,0.0544,0.000055,0.144,0.54,114.472,4
spotify:track:3MRQ3CSjoiV1HFil8ykM9M,"I Still Haven't Found What I'm Looking For - Remastered 2007","The Joshua Tree","U2",1987-03-10,277480,82,false,,2026-07-09T14:06:14Z,"rock","Universal-Island Records Ltd.",0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,4
spotify:track:7o7E1nrHWncYY7PY94gCiX,"Video Killed The Radio Star","The Age Of Plastic","The Buggles",1980-01-10,252773,76,false,,2026-07-09T14:06:14Z,"","Universal-Island Records Ltd.",0.682,0.679,1,-11.548,1,0.0755,0.103,0.00831,0.204,0.251,131.157,4
spotify:track:7j74lucZ59vqN67Ipe2ZcY,"Maneater","H2O","Daryl Hall & John Oates",1982-10-04,273173,88,false,,2026-07-09T14:06:14Z,"yacht rock,soft rock","RCA/Legacy",0.724,0.498,11,-13.083,0,0.0423,0.0405,0.0000856,0.0761,0.823,88.825,4
spotify:track:1TfqLAPs4K3s2rJMoCokcS,"Sweet Dreams (Are Made of This) - 2005 Remaster","Sweet Dreams (Are Made Of This)","Eurythmics;Annie Lennox;Dave Stewart",1983-01-04,216933,89,false,,2026-07-09T14:06:14Z,"new wave,synthpop","RCA Records Label",0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,4
spotify:track:66S14BkJDxgkYxLl5DCqOz,"I'm Gonna Be (500 Miles)","Finest","The Proclaimers",2003-09-01,219466,73,false,,2026-07-09T14:06:14Z,"rock celta","Parlophone UK",0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,4
spotify:track:6ADSaE87h8Y3lccZlBJdXH,"With Or Without You","The Joshua Tree (Super Deluxe)","U2",1987-03-03,295515,80,false,,2026-07-09T14:06:14Z,"rock","UMC (Universal Music Catalogue)",0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,4
spotify:track:3koCCeSaVUyrRo3N2gHrd8,"Let's Groove","Raise!","Earth, Wind & Fire",1981-11-14,339018,86,false,,2026-07-09T14:06:14Z,"funk americano,disco","Legacy Recordings",0.869,0.648,11,-8.698,0,0.0633,0.121,0.0000217,0.126,0.9,125.035,4
spotify:track:4o6BgsqLIBViaGVbx5rbRk,"You Make My Dreams (Come True)","Voices","Daryl Hall & John Oates",1980,190626,86,false,,2026-07-09T14:06:14Z,"yacht rock,soft rock","RCA/BMG Heritage",0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,4
spotify:track:5dRQUolXAVX3BbCiIxmSsf,"Your Love","Super Hits","The Outfield",1998-07-03,221840,81,false,,2026-07-09T14:06:14Z,"","Columbia/Legacy",0.555,0.757,1,-7.868,0,0.0601,0.103,0.00000116,0.0631,0.582,129.607,4
spotify:track:6N717o83wbmahFGUqkjQj7,"Radio Ga Ga","The Works","Queen",1984-02-27,349186,80,false,,2026-07-09T14:06:14Z,"rock clássico,rock,glam rock","Columbia",0.743,0.499,5,-7.935,1,0.035,0.177,0.000248,0.24,0.665,112.336,4
spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,"Break My Stride","I Don't Speak The Language","Matthew Wilder",1983-03-19,184480,78,false,,2026-07-09T14:06:14Z,"","Legacy Recordings",0.917,0.588,10,-11.047,1,0.0607,0.195,0,0.0914,0.828,110.077,4
spotify:track:1QRj5FL2rTp0KhnUMC7wiY,"Sweet Child O' Mine","Clássicos Do Rock - As Cinco Melhores","Guns N' Roses",2007-01-01,355293,39,true,,2026-07-09T14:06:14Z,"rock,glam metal,hard rock,rock clássico","Universal Music Ltda.",0.451,0.811,6,-12.042,1,0.0424,0.0911,0.074,0.103,0.679,125.124,4
spotify:track:1Jj6MF0xDOMA3Ut2Z368Bx,"Time After Time","She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition)","Cyndi Lauper",2014-03-28,243066,74,false,,2026-07-09T14:06:14Z,"","Epic/Legacy",0.724,0.436,0,-9.321,1,0.0282,0.576,0.00000119,0.0908,0.324,130.439,4
spotify:track:56GbZVwxMdf1DENCluYS8A,"Don't Dream It's Over","Crowded House (Deluxe)","Crowded House",1986-08-01,238173,78,false,,2026-07-09T14:06:14Z,"","Universal Music Australia Pty. Ltd.",0.435,0.752,8,-6.993,1,0.0421,0.00939,0.000204,0.0844,0.358,80.854,4
spotify:track:1PtQJZVZIdWIYdARpZRDFO,"Running Up That Hill (A Deal With God)","Hounds Of Love","Kate Bush",1985-09-16,298933,87,false,,2026-07-09T14:06:14Z,"art pop,pop barroco,art rock","Fish People",0.629,0.545,10,-13.123,0,0.0546,0.719,0.00308,0.0604,0.194,108.376,4
spotify:track:7HKxTNVlkHsfMLhigmhC0I,"Call Me","Call Me","Blondie",2004-01-01,212226,75,false,,2026-07-09T14:06:14Z,"","Chrysalis\EMI Records (USA)",0.553,0.833,2,-6.667,0,0.0347,0.000646,0.00246,0.0737,0.773,142.663,4
spotify:track:0rmGAIH9LNJewFw7nKzZnc,"You Give Love A Bad Name","Slippery When Wet","Bon Jovi",1986-08-16,222706,81,false,,2026-07-09T14:06:14Z,"glam metal","Island Records",0.541,0.959,0,-2.947,0,0.0505,0.0663,0.00000218,0.344,0.812,122.805,4
spotify:track:4uvjOKsp7mSjrDhWdkLPBY,"I Think We're Alone Now","Tiffany","Tiffany",1987-01-01,228840,79,false,,2026-07-09T14:06:14Z,"","Geffen*",0.752,0.723,7,-12.126,1,0.0507,0.025,0.00354,0.0212,0.94,130.519,4
spotify:track:7L3b6iaVhDVjfo52Hbvh9Z,"Edge of Seventeen - 2016 Remaster","Bella Donna (2016 Remastered)","Stevie Nicks",1981-07-27,329413,83,false,,2026-07-09T14:06:14Z,"","Rhino Atlantic",0.591,0.804,0,-7.299,1,0.0454,0.327,0.00000598,0.0818,0.658,111.457,4
spotify:track:4ByEFOBuLXpCqvO1kw8Wdm,"(I Just) Died In Your Arms","Broadcast","Cutting Crew",1986-01-01,280400,87,false,,2026-07-09T14:06:14Z,"","Ten Records",0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,4
spotify:track:3ZZq9396zv8pcn5GYVhxUi,"Down Under","Business As Usual","Men At Work",1981-11-09,222320,87,false,,2026-07-09T14:06:14Z,"","Columbia",0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,4
spotify:track:39shmbIHICJ2Wxnk1fPSdz,"Should I Stay or Should I Go - Remastered","Combat Rock (Remastered)","The Clash",1982,188987,86,false,,2026-07-09T14:06:14Z,"punk","Sony Music UK",0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,4
spotify:track:1KPuohcXPmJYQfdyg9zKmR,"Another One Bites The Dust","The Game","Queen",1980-06-27,214653,87,false,,2026-07-09T14:06:14Z,"rock clássico,rock,glam rock","Columbia",0.933,0.524,5,-6.676,0,0.161,0.114,0.254,0.112,0.753,109.97,4
spotify:track:5Y8Rj0s6wuM5DlQdllYiWl,"Don't You (Forget About Me)","Once Upon A Time","Simple Minds",2025-01-27,261239,80,false,,2026-07-09T14:06:14Z,"new wave","UMC (Universal Music Catalogue)",0.665,0.796,2,-7.558,1,0.03,0.196,0.00658,0.364,0.693,111.346,4
spotify:track:1ChulFMnwxoD74Me8eX2TU,"You Spin Me Round (Like a Record)","Evolution: The Hits","Dead Or Alive",2003-05-19,195146,74,false,,2026-07-09T14:06:14Z,"hi-nrg,synthpop","Epic",0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,4
spotify:track:4NnWuGQujzWUEg0uZokO5M,"Just Like Heaven - Remastered 2006","Kiss Me Kiss Me Kiss Me (Remastered 2006)","The Cure",1987-05-26,212013,73,false,,2026-07-09T14:06:14Z,"new wave,post-punk,rock gótico,darkwave","UMC (Universal Music Catalogue)",0.437,0.94,9,-6.946,1,0.0426,0.0524,0.000573,0.222,0.48,151.417,4
spotify:track:0J2p4KYdr6Mg4ET6JPlbe1,"Super Trouper","Super Trouper","ABBA",1980,252853,80,false,,2026-07-09T14:06:14Z,"","Polar Music International AB",0.764,0.626,0,-8.274,1,0.0288,0.457,0.00000635,0.201,0.961,118.34,4
spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,"I Wanna Dance with Somebody (Who Loves Me)","Whitney","Whitney Houston",1987-06-02,292875,89,false,,2026-07-09T14:06:14Z,"","Arista/Legacy",0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,4
spotify:track:1JSTJqkT5qHq8MDJnJbRE1,"Every Breath You Take","Synchronicity (Remastered 2003)","The Police",1983-06-17,253920,95,false,,2026-07-09T14:06:14Z,"","Polydor Records",0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4
spotify:track:1uvyZBs4IZYRebHIB1747m,"Purple Rain","Purple Rain","Prince",1984-06-25,521866,91,false,,2026-07-09T14:06:14Z,"funk americano,funk rock","Warner Records",0.373,0.452,10,-10.417,1,0.0321,0.0354,0.00227,0.689,0.179,113.212,4
spotify:track:6WK9dVrRABMkUXFLNlgWFh,"Enjoy the Silence","The Singles 86-98","Depeche Mode",1998-09-28,255133,80,false,,2026-07-09T14:06:14Z,"new wave,synthpop,darkwave","Venusnote Ltd.",0.663,0.838,0,-5.744,0,0.0286,0.2,0.000177,0.0782,0.752,112.788,4
spotify:track:4CoSCPlKNrWli7E5kFtbcl,"Little Lies - 2017 Remaster","Tango In the Night (Deluxe Edition)","Fleetwood Mac",1987-04-13,221053,83,false,,2026-07-09T14:06:14Z,"yacht rock,rock clássico,soft rock","Rhino/Warner Records",0.64,0.649,2,-10.345,1,0.0264,0.216,0.000083,0.0551,0.865,124.825,4
spotify:track:3BGbqEDio3ocx1v4egIYr6,"Walk Like an Egyptian","Different Light","The Bangles",1985-07-11,204560,62,false,,2026-07-09T14:06:14Z,"jangle pop","Columbia",0.711,0.788,11,-14.705,1,0.0825,0.0117,0.00000205,0.311,0.757,103.172,4
spotify:track:4PTG3Z6ehGkBFwjybzWkR8,"Never Gonna Give You Up","Whenever You Need Somebody","Rick Astley",1987-11-12,213573,84,false,,2026-07-09T14:06:14Z,"","BMG Rights Management (UK) Ltd.",0.721,0.939,8,-11.823,1,0.0376,0.115,0.0000379,0.108,0.914,113.309,4
spotify:track:0cGG2EouYCEEC3xfa0tDFV,"Tainted Love","Non-Stop Erotic Cabaret","Soft Cell",1981,153800,78,false,,2026-07-09T14:06:14Z,"synthpop,new wave","EMI",0.5,0.501,0,-8.284,0,0.0376,0.462,0,0.26,0.623,144.438,4
spotify:track:6kk07URPWTiRzULynSOVrs,"Maniac - From ""Flashdance""","ドライブが楽しくなる洋楽ヒッツ！80年代 DANCE","Michael Sembello",2025-05-02,246000,80,false,,2026-07-09T14:06:14Z,"","UME - Global Clearing House",0.605,0.756,3,-5.897,0,0.0553,0.0396,0.0000026,0.0447,0.827,157.714,4
spotify:track:5ac3D4hNLW7NFhYFCThXgh,"Careless Whisper - Remastered","Careless Whisper EP","George Michael",2024-10-18,303494,85,false,,2026-07-09T14:06:14Z,"","Sony Music CG",0.581,0.643,2,-8.525,0,0.0334,0.283,0.00000223,0.0923,0.787,153.049,4
spotify:track:0ikz6tENMONtK6qGkOrU3c,"Wake Me Up Before You Go-Go","Make It Big","Wham!",1984-10-23,231333,84,false,,2026-07-09T14:06:14Z,"natal","Columbia",0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,4
spotify:track:11leihwcsTVOTo1gxpgYNG,"Shout","Songs From The Big Chair (Super Deluxe Edition)","Tears For Fears",1985-02-25,392675,60,false,,2026-07-09T14:06:14Z,"new wave,synthpop","UMC (Universal Music Catalogue)",0.51,0.931,0,-11.12,1,0.0423,0.185,0.0000136,0.12,0.491,97.908,4
spotify:track:2vz1CsL5WBsbpBcwgboTAw,"Footloose - From ""Footloose"" Soundtrack","Footloose (15th Anniversary Collectors' Edition)","Kenny Loggins",1984,226826,75,false,,2026-07-09T14:06:14Z,"yacht rock","Columbia/Legacy",0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,4
spotify:track:4NH4xiPQ7TqNGqj6pZV4ki,"Karma Chameleon","The Best Of Culture Club","Culture Club",1989-01-01,242200,66,false,,2026-07-09T14:06:14Z,"","Virgin Catalogue",0.668,0.473,10,-15.402,1,0.0336,0.231,0,0.115,0.962,91.976,4
spotify:track:0WQiDwKJclirSYG9v5tayI,"There Is a Light That Never Goes Out - 2011 Remaster","The Queen Is Dead","The Smiths",1986-06-16,244586,87,false,,2026-07-09T14:06:14Z,"new wave,jangle pop","WM UK",0.523,0.769,4,-5.855,1,0.0269,0.04,0,0.136,0.876,136.162,4
spotify:track:4jTqsgDaffdNH0BMBwhjFv,"I Love Rock 'N Roll","I Love Rock 'N' Roll (Expanded Edition)","Joan Jett & the Blackhearts",1981-11-18,175173,83,false,,2026-07-09T14:06:14Z,"rock","Blackheart Records",0.534,0.716,4,-5.025,1,0.0431,0.331,0,0.659,0.901,94.378,4
spotify:track:3X7uFMzJrEE0sxn62qd8Ch,"Nothing's Gonna Stop Us Now","No Protection","Starship",1987-07-27,270333,88,false,,2026-07-09T14:06:14Z,"","Rhino",0.643,0.802,6,-4.92,1,0.0227,0.0299,0,0.0719,0.53,95.99,4
spotify:track:08mG3Y1vljYA6bvDt4Wqkj,"Back In Black","Back In Black","AC/DC",1980-07-25,256000,89,false,,2026-07-09T14:06:14Z,"rock,hard rock,rock clássico,rock and roll","Columbia",0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4
spotify:track:1Hv1VTm8zeOeybub15mA2R,"Smooth Operator - Single Version","The Best of Sade","Sade",1994-10-31,258693,87,false,,2026-07-09T14:06:14Z,"","Epic",0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,4
spotify:track:6eN1f9KNmiWEhpE2RhQqB5,"Paradise City","Appetite For Destruction","Guns N' Roses",1987-07-21,405600,87,false,,2026-07-09T14:06:14Z,"rock,glam metal,hard rock,rock clássico","Guns N Roses P&D",0.268,0.98,11,-5.959,1,0.101,0.019,0.00692,0.182,0.39,100.316,4
spotify:track:18AXbzPzBS8Y3AkgSxzJPb,"In the Air Tonight - 2015 Remaster","Face Value (Deluxe Editon)","Phil Collins",1981-01-01,336453,86,false,,2026-07-09T14:06:14Z,"soft rock","Rhino",0.446,0.239,0,-13.945,1,0.0316,0.551,0.0000041,0.0697,0.298,189.507,4
spotify:track:7FwBtcecmlpc1sLySPXeGE,"Dancing In the Dark","Born In The U.S.A.","Bruce Springsteen",1984-06-04,245296,87,false,,2026-07-09T14:06:14Z,"","Columbia",0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,4
spotify:track:4nFNJmjfgBF7jwv2oBC45b,"Money For Nothing - Remastered 1996","Brothers In Arms (Remastered 1996)","Dire Straits",1985-05-13,505333,82,true,,2026-07-09T14:06:14Z,"rock clássico","UMC (Universal Music Catalogue)",0.674,0.649,2,-9.321,0,0.0356,0.0456,0.000766,0.0644,0.645,134.212,4
spotify:track:4wswaG5vmNINMZcVBsAyBP,"Got My Mind Set on You","Cloud Nine","George Harrison",1987-11-02,234653,77,false,,2026-07-09T14:06:14Z,"","BMG Rights Management (US) LLC",0.759,0.85,4,-7.156,1,0.0418,0.456,0.00000172,0.488,0.963,149.211,4
spotify:track:0G21yYKMZoHa30cYVi1iA8,"Welcome To The Jungle","Appetite For Destruction","Guns N' Roses",1987-07-21,273480,88,true,,2026-07-09T14:06:14Z,"rock,glam metal,hard rock,rock clássico","Guns N Roses P&D",0.454,0.987,8,-4.485,1,0.0881,0.0195,0.279,0.268,0.316,123.61,4
spotify:track:5qHYXcVvc9xsFB2uH7GpMN,"Kokomo","The Very Best Of The Beach Boys: Sounds Of Summer","The Beach Boys",2003-01-01,217692,77,false,,2026-07-09T14:06:14Z,"pop barroco","Capitol Records",0.682,0.635,0,-10.05,1,0.0346,0.00863,0,0.137,0.927,115.584,4
spotify:track:7INi4pMPG4IE0Smx5y4KVf,"Easy Lover","Chinese Wall","Philip Bailey;Phil Collins",1985-03-20,304506,74,false,,2026-07-09T14:06:14Z,"yacht rock,soft rock","Columbia",0.749,0.699,1,-13.108,1,0.0371,0.0674,0.00192,0.0763,0.935,128.904,4
spotify:track:5vmRQ3zELMLUQPo2FLQ76x,"Smalltown Boy","The Age of Consent","Bronski Beat",1984-10-15,302413,86,false,,2026-07-09T14:06:14Z,"synthpop,hi-nrg","London Records (Because Ltd)",0.685,0.584,5,-10.616,0,0.0276,0.29,0.01,0.124,0.94,134.546,4
spotify:track:0GONea6G2XdnHWjNZd6zt3,"Summer Of '69","Reckless (30th Anniversary / Deluxe Edition)","Bryan Adams",1984-11-05,216053,88,false,,2026-07-09T14:06:14Z,"","A&M",0.509,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.13,4
spotify:track:6yl8Es1tCYD9WdSkeVLFw4,"You Shook Me All Night Long","Who Made Who","AC/DC",1986-05-24,211206,70,false,,2026-07-09T14:06:14Z,"rock,hard rock,rock clássico,rock and roll","Columbia",0.529,0.768,7,-5.51,1,0.0566,0.00224,0.00075,0.297,0.769,127.316,4
spotify:track:34x6hEJgGAOQvmlMql5Ige,"Danger Zone - From ""Top Gun"" Original Soundtrack","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","Kenny Loggins",1997-03-25,215133,79,false,,2026-07-09T14:06:14Z,"yacht rock","Columbia",0.544,0.897,3,-6.056,0,0.0471,0.241,0,0.13,0.647,157.17,4
spotify:track:2Di0qFNb7ATroCGB3q0Ka7,"West End Girls - 2018 Remaster","Please: Further Listening 1984 - 1986 (2018 Remaster)","Pet Shop Boys",1986-03-24,285906,81,false,,2026-07-09T14:06:14Z,"synthpop,new wave","Rhino",0.656,0.914,4,-7.471,0,0.0394,0.000943,0.0628,0.159,0.576,113.259,4
spotify:track:2olVm1lHicpveMAo4AUDRB,"The Power Of Love","Greatest Hits: Huey Lewis And The News","Huey Lewis & The News",2006-01-01,234333,80,false,,2026-07-09T14:06:14Z,"","Capitol Records",0.768,0.828,5,-5.109,1,0.0313,0.0964,0.0000285,0.097,0.961,118.777,4
spotify:track:4hObp5bmIJ3PP3cKA9K9GY,"Don't Worry Be Happy","Simple Pleasures","Bobby McFerrin",1988-01-01,294400,75,false,,2026-07-09T14:06:14Z,"","Parlophone Catalogue",0.675,0.166,11,-22.602,1,0.171,0.88,0.0000714,0.0461,0.747,68.837,4
spotify:track:1QFh8OH1e78dGd3VyJZCAC,"Boys Don't Cry","Three Imaginary Boys","The Cure",1979-05-11,155973,87,false,,2026-07-09T14:06:14Z,"new wave,post-punk,rock gótico,darkwave","UMC (Universal Music Catalogue)",0.462,0.836,11,-5.766,0,0.0621,0.00517,0,0.18,0.671,168.766,4
spotify:track:3spmBjPY8HCNCR6Y0H7Ahd,"Upside Down","Diana","Diana Ross",1980-05-22,244826,73,false,,2026-07-09T14:06:14Z,"motown,disco","Motown",0.882,0.902,5,-5.128,0,0.0671,0.0771,0.00842,0.021,0.882,107.962,4
spotify:track:05wIrZSwuaVWhcv5FfqeH0,"Walking On Sunshine","Katrina & The Waves","Katrina & The Waves",1985,238733,83,false,,2026-07-09T14:06:14Z,"","Capitol Records",0.597,0.87,10,-11.97,1,0.0371,0.0119,0.166,0.0678,0.944,109.901,4
